,index2000,Player,Tm_2000,Pos,Age_2000,G_2000,GS_2000,Tgt_2000,Rec_2000,PassingYds_2000,PassingTD_2000,PassingAtt_2000,RushingYds_2000,RusingTD_2000,RushingAtt_2000,RecevingYds_2000,RecevingTD_2000,FantasyPoints_2000,Int_2000,Fumbeles_2000,FumblesLost_2000,Index_2001,Tm_2001,Age_2001,G_2001,GS_2001,Tgt_2001,Rec_2001,Passingyds_2001,PassingTD_2001,PassingAtt_2001,RushingYds_2001,RushingTD_2001,RushingAtt_2001,ReceivingYds_2001,ReceivingTD_2001,FantasyPoints_2001,Int_2001,Fumbles_2001,FumblesLost_2001,Index_2002,Tm_2002,Age_2002,G_2002,GS_2002,Tgt_2002,Rec_2002,PassingYds_2002,PassingTD_2002,PassingAtt_2002,Rushingyds_2002,RushingTD_2002,RushingAtt_2002,ReceivingYds_2002,ReceivingTD_2002,FantasyPoints_2002,Int_2002,Fumbles_2002,FumblesLost_2002,index2003,Tm_2003,Age_2003,G_2003,GS_2003,Tgt_2003,Rec_2003,PassingYds_2003,PassingTD_2003,PassingAtt_2003,RushingYds_2003,RusingTD_2003,RushingAtt_2003,RecevingYds_2003,RecevingTD_2003,FantasyPoints_2003,Int_2003,Fumbeles_2003,FumblesLost_2003,Index_2004,Tm_2004,Age_2004,G_2004,GS_2004,Tgt_2004,Rec_2004,Passingyds_2004,PassingTD_2004,PassingAtt_2004,RushingYds_2004,RushingTD_2004,RushingAtt_2004,ReceivingYds_2004,ReceivingTD_2004,FantasyPoints_2004,Int_2004,Fumbles_2004,FumblesLost_2004,Index_2005,Tm_2005,Age_2005,G_2005,GS_2005,Tgt_2005,Rec_2005,PassingYds_2005,PassingTD_2005,PassingAtt_2005,Rushingyds_2005,RushingTD_2005,RushingAtt_2005,ReceivingYds_2005,ReceivingTD_2005,FantasyPoints_2005,Int_2005,Fumbles_2005,FumblesLost_2005
638,,Tony Stewart,,TE,,,,,,,,,,,,,,,,,,346.0,PHI,22.0,3.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,16.2,0.0,0.0,0.0,460.0,CIN,23.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.6,0.0,0.0,0.0,293.0,CIN,24.0,16.0,7.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,42.2,0.0,0.0,0.0,373.0,CIN,25.0,16.0,9.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,20.8,0.0,0.0,0.0,453.0,CIN,26.0,14.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.6,0.0,0.0,0.0
639,,Derrius Thompson,,WR,,,,,,,,,,,,,,,,,,347.0,WAS,24.0,16.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,14.2,0.0,0.0,0.0,116.0,WAS,25.0,16.0,14.0,93.0,53.0,0.0,0.0,0.0,77.0,0.0,10.0,773.0,4.0,158.0,0.0,2.0,2.0,246.0,MIA,26.0,16.0,12.0,59.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,61.9,0.0,0.0,0.0,173.0,MIA,27.0,16.0,3.0,48.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,4.0,82.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
640,,Damon Washington,,RB,,,,,,,,,,,,,,,,,,348.0,NYG,24.0,10.0,0.0,6.0,4.0,0.0,0.0,0.0,89.0,0.0,28.0,25.0,0.0,13.4,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,Kevin Kasper,,WR,,,,,,,,,,,,,,,,,,352.0,DEN,24.0,10.0,4.0,12.0,8.0,0.0,0.0,0.0,19.0,0.0,3.0,84.0,0.0,18.3,0.0,0.0,0.0,237.0,3TM,25.0,13.0,4.0,24.0,15.0,0.0,0.0,0.0,19.0,0.0,3.0,180.0,3.0,52.9,0.0,1.0,0.0,461.0,ARI,26.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,-4.0,0.0,1.0,23.0,0.0,2.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,Avion Black,,WR,,,,,,,,,,,,,,,,,,356.0,BUF,24.0,14.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,17.0,0.0,0.0,0.0,365.0,HOU,25.0,11.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,11.2,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,Jameel Cook,,RB,,,,,,,,,,,,,,,,,,358.0,TAM,22.0,16.0,3.0,23.0,17.0,0.0,0.0,0.0,2.0,0.0,2.0,89.0,0.0,26.1,0.0,0.0,0.0,406.0,TAM,23.0,14.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,8.3,0.0,0.0,0.0,308.0,TAM,24.0,14.0,8.0,30.0,20.0,0.0,0.0,0.0,-1.0,0.0,1.0,120.0,1.0,37.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,364.0,TAM,26.0,16.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,17.3,0.0,0.0,0.0
644,,Kelly Holcomb,,QB,,,,,,,,,,,,,,,,,,360.0,CLE,28.0,1.0,0.0,0.0,0.0,114.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,8.559999999999999,0.0,0.0,0.0,187.0,CLE,29.0,4.0,2.0,0.0,0.0,790.0,8.0,106.0,9.0,0.0,8.0,0.0,0.0,54.5,4.0,1.0,1.0,124.0,CLE,30.0,10.0,8.0,0.0,0.0,1797.0,10.0,302.0,7.0,0.0,8.0,0.0,0.0,84.58,12.0,5.0,2.0,211.0,CLE,31.0,4.0,2.0,0.0,0.0,737.0,7.0,87.0,-2.0,0.0,3.0,0.0,0.0,47.28,5.0,1.0,0.0,123.0,BUF,32.0,10.0,8.0,0.0,0.0,1509.0,10.0,230.0,11.0,1.0,18.0,0.0,0.0,81.46,8.0,13.0,5.0
645,,Justin McCareins,,WR,,,,,,,,,,,,,,,,,,363.0,TEN,23.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,11.8,0.0,0.0,0.0,216.0,TEN,24.0,16.0,1.0,48.0,19.0,0.0,0.0,0.0,18.0,0.0,2.0,301.0,2.0,62.9,0.0,0.0,0.0,49.0,TEN,25.0,16.0,10.0,82.0,47.0,0.0,0.0,0.0,13.0,0.0,1.0,813.0,7.0,169.60000000000005,0.0,2.0,1.0,118.0,NYJ,26.0,16.0,16.0,90.0,56.0,0.0,0.0,0.0,-5.0,0.0,2.0,770.0,4.0,156.5,0.0,3.0,0.0,135.0,NYJ,27.0,16.0,16.0,102.0,43.0,0.0,0.0,0.0,8.0,0.0,1.0,713.0,2.0,127.1,0.0,0.0,0.0
646,,Matt Cushing,,RB,,,,,,,,,,,,,,,,,,369.0,PIT,26.0,13.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,13.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,James Dearth,,TE,,,,,,,,,,,,,,,,,,374.0,NYJ,25.0,16.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,Andrew Jordan,,RB,,,,,,,,,,,,,,,,,,376.0,MIN,29.0,16.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,10.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,Rondell Mealey,,RB,,,,,,,,,,,,,,,,,,380.0,GNB,24.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,37.0,0.0,11.0,31.0,0.0,8.8,0.0,0.0,0.0,337.0,GNB,25.0,3.0,1.0,9.0,7.0,0.0,0.0,0.0,36.0,1.0,11.0,45.0,0.0,21.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,,Milton Wynn,,WR,,,,,,,,,,,,,,,,,,383.0,TAM,23.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,10.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,Mike Bartrum,,TE,,,,,,,,,,,,,,,,,,384.0,PHI,31.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.4,0.0,0.0,0.0,437.0,PHI,32.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,367.0,PHI,34.0,16.0,0.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,1.0,15.5,0.0,1.0,0.0,342.0,PHI,35.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,14.6,0.0,0.0,0.0
652,,Aveion Cason,,RB,,,,,,,,,,,,,,,,,,385.0,2TM,22.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,31.0,0.0,11.0,32.0,0.0,8.3,0.0,2.0,1.0,194.0,DET,23.0,10.0,3.0,32.0,19.0,0.0,0.0,0.0,107.0,0.0,26.0,288.0,2.0,70.5,0.0,0.0,0.0,205.0,DAL,24.0,10.0,0.0,20.0,17.0,37.0,0.0,1.0,220.0,2.0,40.0,142.0,0.0,64.68,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,338.0,STL,26.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,65.0,1.0,10.0,11.0,0.0,14.6,0.0,0.0,0.0
653,,Brandon Manumaleuna,,TE,,,,,,,,,,,,,,,,,,390.0,STL,21.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.1,0.0,0.0,0.0,322.0,STL,22.0,16.0,10.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,1.0,24.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,293.0,STL,24.0,16.0,16.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,1.0,38.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
654,,Quentin McCord,,WR,,,,,,,,,,,,,,,,,,391.0,ATL,23.0,7.0,0.0,4.0,3.0,0.0,0.0,0.0,11.0,0.0,2.0,53.0,0.0,9.4,0.0,0.0,0.0,259.0,ATL,24.0,9.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,1.0,42.3,0.0,0.0,0.0,359.0,ATL,25.0,9.0,2.0,23.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,121.0,0.0,21.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,Kevin McDougal,,RB,,,,,,,,,,,,,,,,,,392.0,IND,24.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,48.0,0.0,17.0,10.0,0.0,6.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,Derek Rackley,,TE,,,,,,,,,,,,,,,,,,393.0,ATL,24.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,Stephen Trejo,,RB,,,,,,,,,,,,,,,,,,394.0,DET,24.0,14.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,11.1,0.0,0.0,0.0,461.0,DET,25.0,16.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,3.3,0.0,0.0,0.0,573.0,DET,26.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,0.0,0.0,0.0,444.0,2TM,27.0,13.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,7.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
658,,Alex Bannister,,WR,,,,,,,,,,,,,,,,,,396.0,SEA,22.0,16.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,354.0,SEA,24.0,16.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,15.1,0.0,0.0,0.0,486.0,SEA,25.0,7.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
659,,Fred Coleman,,WR,,,,,,,,,,,,,,,,,,397.0,NWE,26.0,8.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,Jay Graham,,RB,,,,,,,,,,,,,,,,,,398.0,SEA,26.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,43.0,0.0,12.0,6.0,0.0,5.9,0.0,0.0,0.0,441.0,GNB,27.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,0.0,2.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,Johnny Huggins,,TE,,,,,,,,,,,,,,,,,,401.0,DAL,25.0,10.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,11.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,Arnold Jackson,,WR,,,,,,,,,,,,,,,,,,402.0,ARI,24.0,16.0,2.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,13.4,0.0,0.0,0.0,378.0,ARI,25.0,16.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,11.2,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,Matt Lytle,,QB,,,,,,,,,,,,,,,,,,405.0,CAR,26.0,3.0,1.0,0.0,0.0,133.0,1.0,30.0,8.0,0.0,2.0,0.0,0.0,4.12,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,Brian Natkin,,TE,,,,,,,,,,,,,,,,,,406.0,TEN,23.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,6.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,Patrick Washington,,RB,,,,,,,,,,,,,,,,,,409.0,JAX,23.0,16.0,6.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,8.6,0.0,0.0,0.0,462.0,JAX,24.0,14.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,Pat Batteaux,,WR,,,,,,,,,,,,,,,,,,410.0,SDG,23.0,5.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,Eddie Berlin,,WR,,,,,,,,,,,,,,,,,,411.0,TEN,23.0,11.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,4.8,0.0,0.0,0.0,438.0,TEN,24.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.4,0.0,0.0,0.0,361.0,TEN,25.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,8.0,0.0,2.0,2.0,248.0,TEN,26.0,16.0,1.0,41.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,1.0,53.8,0.0,0.0,0.0,481.0,CHI,27.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.9,0.0,0.0,0.0
668,,Matt Dominguez,,TE,,,,,,,,,,,,,,,,,,414.0,DEN,23.0,12.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,5.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,Damon Gibson,,WR,,,,,,,,,,,,,,,,,,415.0,JAX,26.0,16.0,0.0,3.0,2.0,0.0,0.0,0.0,19.0,0.0,2.0,13.0,0.0,1.1999999999999993,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,,Shad Meier,,TE,,,,,,,,,,,,,,,,,,418.0,TEN,23.0,11.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,6.1,0.0,0.0,0.0,380.0,TEN,24.0,12.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,8.7,0.0,0.0,0.0,321.0,TEN,25.0,15.0,6.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,24.9,0.0,1.0,2.0,285.0,TEN,26.0,14.0,6.0,36.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,2.0,47.7,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
671,,Santana Moss,,WR,,,,,,,,,,,,,,,,,,420.0,NYJ,22.0,5.0,0.0,17.0,2.0,0.0,0.0,0.0,-6.0,0.0,1.0,40.0,0.0,5.4,0.0,0.0,0.0,144.0,NYJ,23.0,15.0,3.0,52.0,30.0,0.0,0.0,0.0,48.0,0.0,7.0,433.0,4.0,102.1,0.0,2.0,0.0,19.0,NYJ,24.0,16.0,12.0,117.0,74.0,0.0,0.0,0.0,67.0,0.0,10.0,1105.0,10.0,247.2,0.0,4.0,2.0,104.0,NYJ,25.0,15.0,14.0,78.0,45.0,0.0,0.0,0.0,18.0,0.0,6.0,838.0,5.0,160.60000000000005,0.0,2.0,0.0,9.0,WAS,26.0,16.0,16.0,134.0,84.0,0.0,0.0,0.0,-3.0,0.0,3.0,1483.0,9.0,284.0,0.0,3.0,1.0
672,,Ken-Yon Rambo,,WR,,,,,,,,,,,,,,,,,,421.0,DAL,23.0,13.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,5.8,0.0,0.0,0.0,313.0,DAL,24.0,16.0,0.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,33.1,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,Gari Scott,,WR,,,,,,,,,,,,,,,,,,422.0,PHI,23.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,4.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,Chris Coleman,,WR,,,,,,,,,,,,,,,,,,428.0,TEN,24.0,16.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,Todd Collins,,QB,,,,,,,,,,,,,,,,,,429.0,KAN,30.0,1.0,0.0,0.0,0.0,40.0,0.0,4.0,6.0,0.0,2.0,0.0,0.0,2.2,0.0,0.0,0.0,372.0,KAN,31.0,3.0,0.0,0.0,0.0,73.0,1.0,6.0,7.0,0.0,1.0,0.0,0.0,7.62,0.0,0.0,0.0,452.0,KAN,32.0,5.0,0.0,0.0,0.0,74.0,0.0,12.0,-7.0,0.0,8.0,0.0,0.0,2.26,0.0,0.0,0.0,465.0,KAN,33.0,2.0,0.0,0.0,0.0,42.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,2.08,0.0,0.0,0.0,520.0,KAN,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,0.0,-0.2,0.0,0.0,0.0
676,,Phillip Crosby,,RB,,,,,,,,,,,,,,,,,,430.0,BUF,25.0,16.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.6,0.0,0.0,0.0,415.0,BUF,26.0,16.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,7.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,Kirk McMullen,,TE,,,,,,,,,,,,,,,,,,434.0,CIN,24.0,7.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,Ahmad Merritt,,WR,,,,,,,,,,,,,,,,,,435.0,CHI,24.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,381.0,CHI,25.0,12.0,3.0,26.0,14.0,0.0,0.0,0.0,5.0,0.0,1.0,100.0,0.0,20.5,0.0,3.0,2.0,415.0,CHI,26.0,15.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,8.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,Eric Metcalf,,WR,,,,,,,,,,,,,,,,,,436.0,WAS,33.0,10.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,-0.0999999999999996,0.0,4.0,3.0,527.0,GNB,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.7,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,Jake Moreland,,TE,,,,,,,,,,,,,,,,,,437.0,CLE,24.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,Mark Rypien,,QB,,,,,,,,,,,,,,,,,,438.0,IND,39.0,4.0,0.0,0.0,0.0,57.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,Vinny Sutherland,,WR,,,,,,,,,,,,,,,,,,440.0,SFO,23.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,1.0,5.0,0.0,3.1,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,Heath Evans,,RB,,,,,,,,,,,,,,,,,,448.0,SEA,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.1,0.0,0.0,0.0,375.0,SEA,24.0,16.0,1.0,12.0,8.0,0.0,0.0,0.0,53.0,0.0,17.0,41.0,0.0,15.4,0.0,1.0,1.0,400.0,SEA,25.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,24.0,0.0,7.0,34.0,0.0,7.800000000000002,0.0,0.0,0.0,448.0,SEA,26.0,15.0,0.0,4.0,2.0,0.0,0.0,0.0,20.0,0.0,7.0,12.0,0.0,5.2,0.0,1.0,0.0,255.0,2TM,27.0,12.0,3.0,17.0,14.0,0.0,0.0,0.0,192.0,0.0,52.0,105.0,0.0,43.7,0.0,0.0,0.0
684,,Dante Hall,,WR,,,,,,,,,,,,,,,,,,450.0,KAN,23.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,-1.0,0.0,2.0,1.0,153.0,KAN,24.0,16.0,0.0,35.0,20.0,0.0,0.0,0.0,54.0,0.0,11.0,322.0,3.0,75.60000000000002,0.0,3.0,0.0,186.0,KAN,25.0,16.0,2.0,60.0,40.0,0.0,0.0,0.0,73.0,0.0,16.0,423.0,1.0,91.6,0.0,3.0,2.0,266.0,KAN,26.0,16.0,6.0,38.0,25.0,0.0,0.0,0.0,56.0,0.0,8.0,230.0,0.0,51.6,0.0,1.0,1.0,174.0,KAN,27.0,16.0,2.0,51.0,34.0,0.0,0.0,0.0,11.0,0.0,7.0,436.0,3.0,94.7,0.0,5.0,1.0
685,,Derrick Harris,,RB,,,,,,,,,,,,,,,,,,451.0,SDG,29.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,John Jones,,TE,,,,,,,,,,,,,,,,,,453.0,BAL,26.0,15.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.3,0.0,0.0,0.0,356.0,BAL,27.0,15.0,4.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,16.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
